,human,mouse
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN,0.772229822,0.573323508
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.071819425,0.11274871
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,0.147058824,0.04642594
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,0.792749658,0.316875461
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2,1,1
REACTOME_PHOSPHOLIPID_METABOLISM,0.238030096,0.433308769
REACTOME_CS_DS_DEGRADATION,0.069767442,0.146647015
REACTOME_SYNTHESIS_OF_PA,0.062927497,0.099484156
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA,0.836525308,0.367722918
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,0.02120383,0.016212233
REACTOME_SYNTHESIS_OF_PE,0.025307798,0.027266028
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.781121751,0.801031688
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.108071135,0.139277819
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,0.098495212,0.164333088
REACTOME_SIGNALING_BY_FGFR1_MUTANTS,0.216142271,0.016212233
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.146374829,0.036845984
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,0.070451436,0.014738394
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0.843365253,0.711127487
REACTOME_HYALURONAN_METABOLISM,0.093023256,0.130434783
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.792749658,0.694178335
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,0.260601915,0.151805453
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,1,1
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS,0.279753762,0.017686072
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM,0.060875513,0.184229919
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1,1,1
REACTOME_PI_METABOLISM,0.235978112,0.593220339
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,0.046511628,1
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.09370725,0.167280766
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.506155951,0.776713338
REACTOME_SYNTHESIS_OF_PC,0.02872777,0.102431835
REACTOME_HS_GAG_BIOSYNTHESIS,0.175786594,0.096536478
REACTOME_SIGNALING_BY_FGFR3_MUTANTS,1,1
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.058139535,0.058216654
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,0.532831737,0.212969786
REACTOME_KERATAN_SULFATE_DEGRADATION,0.075923393,1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.126538988,0.146647015
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.16005472,0.075165807
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.036935705,0.019159912
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.073187415,0.06927045
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.026675787,0.072218128
REACTOME_SIGNALING_BY_FGFR_MUTANTS,0.595075239,0.040530582
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.284541724,0.151068534
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.408344733,0.399410464
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.454172367,0.170228445
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,0.466484268,0.492262343
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,0.336525308,0.346352248
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,0.183994528,0.079587325
REACTOME_ENOS_ACTIVATION_AND_REGULATION,0.266757866,0.742078113
REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.510259918,0.68238762
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.077291382,0.209285188
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0.136798906,0.060427413
REACTOME_ERKS_ARE_INACTIVATED,0.047879617,0.235814296
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.029411765,0.003684598
REACTOME_PI3K_AKT_ACTIVATION,0.779069767,0.221812822
REACTOME_REGULATORY_RNA_PATHWAYS,0.664842681,0.684598379
REACTOME_EGFR_DOWNREGULATION,0.843365253,0.70523213
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.60123119,0.518054532
REACTOME_PECAM1_INTERACTIONS,0.143638851,0.060427413
REACTOME_TCR_SIGNALING,0.281805746,0.259395726
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.291381669,0.201915991
REACTOME_DOWNSTREAM_TCR_SIGNALING,0.16621067,0.111274871
REACTOME_BASIGIN_INTERACTIONS,0.055403557,0.599852616
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,0.055403557,0.107590273
REACTOME_GAB1_SIGNALOSOME,0.375512996,0.177597642
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,0.121751026,0.345615328
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.241450068,0.315401621
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,1,1
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,0.010259918,0.009579956
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,1,1
REACTOME_ERK_MAPK_TARGETS,0.058823529,0.232129698
REACTOME_TIE2_SIGNALING,0.095759234,0.070007369
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.655266758,0.316875461
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,0.198358413,0.154016212
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,0.371409029,0.369933677
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,0.731874145,0.512159175
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.776333789,0.11274871
REACTOME_RNA_POL_I_TRANSCRIPTION,0.846101231,0.751658069
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.083447332,0.286661754
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,0.257865937,0.266764923
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,0.679206566,0.628592483
REACTOME_BIOLOGICAL_OXIDATIONS,0.651162791,0.621223287
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,0.175102599,0.092114959
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.445280438,0.782608696
REACTOME_P75NTR_SIGNALS_VIA_NFKB,0.813269494,0.622697126
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,0.155266758,0.300663228
REACTOME_XENOBIOTICS,1,1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.345417237,0.603537214
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,0.635430917,0.302137067
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.242818057,0.058216654
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,0.112859097,0.101694915
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,0.16005472,0.061164333
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,0.363885089,0.198231393
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.060191518,0.064112012
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS,0.558139535,0.635224761
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,0.81121751,0.677966102
REACTOME_REGULATION_OF_APOPTOSIS,0.621067031,0.257921887
REACTOME_RNA_POL_II_TRANSCRIPTION,0.67373461,0.549742078
REACTOME_NEURONAL_SYSTEM,0.204514364,0.445099484
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,0.800957592,0.630066323
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.008207934,0.196020634
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,0.303009576,0.232866618
REACTOME_RNA_POL_III_TRANSCRIPTION,0.485636115,0.648489315
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.846101231,0.484156227
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.07250342,0.103168755
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.79753762,0.38614591
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,0.035567715,0.02210759
REACTOME_ENDOGENOUS_STEROLS,0.052667579,1
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.002735978,0.02210759
REACTOME_GLYCOLYSIS,0.713406293,0.687546057
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,0.122435021,0.446573324
REACTOME_PEPTIDE_CHAIN_ELONGATION,0.247606019,0.331613854
REACTOME_COMMON_PATHWAY,0.067715458,1
REACTOME_MRNA_CAPPING,0.687414501,0.711127487
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.322161423,0.393515107
REACTOME_SIGNALING_BY_GPCR,0.256497948,0.75018423
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.103283174,0.403831982
REACTOME_METABOLISM_OF_POLYAMINES,0.234610123,0.238025055
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,0.077291382,0.391304348
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,0.140902873,0.035372144
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.008207934,0.34045689
REACTOME_CELL_CYCLE_MITOTIC,0.837893297,0.383198231
REACTOME_GLUCONEOGENESIS,0.647058824,0.768607222
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.002735978,0.010316875
REACTOME_OPIOID_SIGNALLING,0.722982216,0.798820929
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.444596443,0.674281503
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,0.416552668,0.04568902
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.81874145,0.038319823
REACTOME_CA_DEPENDENT_EVENTS,0.413816689,0.72807664
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.002051984,0.010316875
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,0.008207934,0.010316875
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,0.203830369,0.093588799
REACTOME_DARPP_32_EVENTS,0.281805746,0.745762712
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.659370725,1
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES,0.377564979,0.644067797
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,0.849521204,0.799557848
REACTOME_CELL_CYCLE_CHECKPOINTS,0.611491108,0.428150332
REACTOME_DIABETES_PATHWAYS,0.008891929,0.012527634
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.415184679,0.234340457
REACTOME_GLYCOPROTEIN_HORMONES,1,1
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.005471956,0.011790715
REACTOME_PLC_BETA_MEDIATED_EVENTS,0.625854993,0.739867354
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.140218878,0.266764923
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,0.303009576,0.25055269
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,0.000683995,1
REACTOME_G_PROTEIN_ACTIVATION,0.799589603,0.679439941
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,0.002735978,1
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.019835841,0.003684598
REACTOME_TRNA_AMINOACYLATION,0.818057456,0.047162859
REACTOME_OLFACTORY_SIGNALING_PATHWAY,1,1
REACTOME_STEROID_HORMONES,0.134062927,0.072218128
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.078659371,0.051584377
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.114911081,0.170965365
REACTOME_AMINE_DERIVED_HORMONES,1,1
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,0.673050616,0.473102432
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,0.270861833,0.224760501
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.221614227,0.064112012
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING,0.002051984,0
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_,0.348837209,0.36403832
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS,0.213406293,0.277081798
REACTOME_G1_PHASE,0.846101231,0.488577745
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.006155951,1
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,0.651846785,0.56816507
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER,0.807797538,0.736919676
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING,0.781805746,0.75018423
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.510943912,0.738393515
REACTOME_MRNA_PROCESSING,0.633378933,0.599115696
REACTOME_SIGNALING_BY_PDGF,0.723666211,0.336035372
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.294117647,0.350036846
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC,0.242134063,0.705969049
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS,1,1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.834473324,0.694915254
REACTOME_PROTEIN_FOLDING,0.439808482,0.739867354
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,0.104651163,0.482682388
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.534883721,0.207074429
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0.227770178,0.712601326
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.55129959,0.571849668
REACTOME_METABOLISM_OF_NUCLEOTIDES,0.460328317,0.661016949
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,1,1
REACTOME_METABOLISM_OF_PROTEINS,0.255813953,0.445099484
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.838577291,0.292557111
REACTOME_MUSCLE_CONTRACTION,0.500683995,0.70523213
REACTOME_SEROTONIN_RECEPTORS,1,1
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,0.125170999,0.15917465
REACTOME_M_G1_TRANSITION,0.657318741,0.391304348
REACTOME_MRNA_SPLICING,0.53625171,0.425939573
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0.414500684,0.546794399
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,0.233242134,0.320560059
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,0.554035568,0.712601326
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.450752394,0.148120855
REACTOME_G1_S_TRANSITION,0.642954856,0.414148858
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.365253078,0.664701548
REACTOME_TRANSCRIPTION,0.824213406,0.643330877
REACTOME_POL_SWITCHING,0.186046512,0.446573324
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,0.791381669,0.619749447
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY,0.109439124,0.374355195
REACTOME_AXON_GUIDANCE,0.378248974,0.728813559
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S,0.245554036,0.142962417
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1,0.663474692,0.770081061
REACTOME_PERK_REGULATED_GENE_EXPRESSION,0.813953488,0.035372144
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.84746922,0.776713338
REACTOME_P2Y_RECEPTORS,0.033515732,1
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,0.205882353,0.025792189
REACTOME_NCAM1_INTERACTIONS,0.589603283,0.157700811
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,0.003419973,1
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.005471956,0.481208548
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.651846785,0.15843773
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE,0.759233926,0.676492262
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,0.047195622,0.038319823
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA,0.183994528,0.085482682
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT,0.175786594,0.18128224
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,1,1
REACTOME_ACTIVATION_OF_GENES_BY_ATF4,0.709302326,0.190125276
REACTOME_UNFOLDED_PROTEIN_RESPONSE,0.390560876,0.036845984
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.040355677,0.595431098
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,0.336525308,0.638909359
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,0.039671683,0.012527634
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS,0.73871409,0.760501105
REACTOME_FANCONI_ANEMIA_PATHWAY,0.16621067,0.543109801
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,0.118331053,0.011790715
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA,0.162790698,0.087693441
REACTOME_PROSTANOID_LIGAND_RECEPTORS,1,1
REACTOME_OPSINS,1,1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_,0.610807114,0.739130435
REACTOME_MRNA_3_END_PROCESSING,0.792065663,0.352984525
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.116963064,0.27266028
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.528043776,0.308769344
REACTOME_ELONGATION_ARREST_AND_RECOVERY,0.764021888,0.70523213
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.04377565,0.327192336
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1,0.770861833,0.653647752
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA,0.718878249,0.571112749
REACTOME_CD28_CO_STIMULATION,0.669630643,0.319823139
REACTOME_GPCR_DOWNSTREAM_SIGNALING,0.155950752,0.471628592
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,0.006839945,0.556374355
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.103967168,0.033898305
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.05745554,0.095799558
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.051983584,0.103905674
REACTOME_ACTIVATION_OF_RAC,0.12995896,0.147383935
REACTOME_PURINE_SALVAGE,0.219562244,0.246868091
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.597127223,0.775976419
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0.316005472,0.720707443
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,0.234610123,0.551215917
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,0.806429549,0.736919676
REACTOME_SEMAPHORIN_INTERACTIONS,0.491108071,0.800294768
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,0.694254446,0.734708917
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION,0.127222982,0.193072955
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,0.0875513,0.263817244
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,0.810533516,0.697862933
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,0.052667579,0.098747237
REACTOME_SPHINGOLIPID_METABOLISM,0.241450068,0.254237288
REACTOME_PD1_SIGNALING,1,1
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.041723666,0.530582167
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.285225718,0.18275608
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.604651163,0.748710391
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS,0.069083447,0.025792189
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,0.843365253,0.557848195
REACTOME_SIGNALING_BY_ROBO_RECEPTOR,0.648426813,0.703021371
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.105335157,0.036845984
REACTOME_TIGHT_JUNCTION_INTERACTIONS,0.068399453,0.085482682
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,0.815321477,0.700810612
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0.058139535,0.0449521
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.850889193,0.811348563
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.082079343,0.218865144
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX,0.750341997,0.689019897
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS,0.034199726,0.031687546
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX,0.428864569,0.520265291
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.369357045,0.395725866
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER,0.17373461,0.464996315
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR,0.445964432,0.257921887
REACTOME_SYNTHESIS_OF_DNA,0.52872777,0.442888725
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,0.015731874,1
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.285909713,0.304347826
REACTOME_DEADENYLATION_OF_MRNA,0.294117647,0.494473102
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,0.264705882,0.496683861
REACTOME_SIGNAL_AMPLIFICATION,0.825581395,0.699336772
REACTOME_ZINC_TRANSPORTERS,0.023939808,0.010316875
REACTOME_DOUBLE_STRAND_BREAK_REPAIR,0.398084815,0.285187915
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR,0.363201094,0.649963154
REACTOME_METAL_ION_SLC_TRANSPORTERS,0.042407661,0.034635225
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1,0.579343365,0.459100958
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.233242134,0.698599853
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS,0.673050616,0.713338246
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS,0.522571819,0.706705969
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS,0.588235294,0.711864407
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION,0.006155951,0.006632277
REACTOME_METABOLISM_OF_MRNA,0.242134063,0.296978629
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,0.160738714,0.335298452
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS,1,1
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.567031464,0.513633014
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII,0.344049248,0.606484893
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0.770861833,0.65806927
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.095759234,0.202652911
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12,0.795485636,0.667649226
REACTOME_CELL_JUNCTION_ORGANIZATION,0.764705882,0.347089167
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS,0.058823529,0.075165807
REACTOME_PYRUVATE_METABOLISM,0.774281806,0.61459101
REACTOME_PURINE_CATABOLISM,0.413132695,0.448047163
REACTOME_GLUCOSE_TRANSPORT,0.038987688,0.122328666
REACTOME_FRS2_MEDIATED_CASCADE,0.153898769,0.380987472
REACTOME_METABOLISM_OF_RNA,0.247606019,0.278555637
REACTOME_MITOTIC_G1_G1_S_PHASES,0.794801642,0.311717023
REACTOME_PI_3K_CASCADE,0.593023256,0.197494473
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR,0.846785226,0.736919676
REACTOME_REGULATION_OF_MITOTIC_CELL_CYCLE,0.675102599,0.3633014
