,GSM2172075,GSM2172102,GSM2172173,GSM2172352,GSM2174145,GSM2174148,GSM2174150,GSM2174151,GSM2174153,GSM2174156,GSM2174158,GSM2174161,GSM2174168,GSM2174170,GSM2174171,GSM2174172,GSM2174173,GSM2174176,GSM2174177,GSM2174182,GSM2174190,GSM2174194,GSM2174195,GSM2174196,GSM2174198,GSM2174201,GSM2174204,GSM2174205,GSM2174207,GSM2174209,GSM2174213,GSM2174215,GSM2174217,GSM2174224,GSM2174229,GSM2174231,GSM2174238,GSM2174241,GSM2174242,GSM2174247,GSM2174249,GSM2174253,GSM2174255,GSM2174259,GSM2174261,GSM2174262,GSM2174263,GSM2174265,GSM2174268,GSM2174270,GSM2174276,GSM2174281,GSM2174282,GSM2174283,GSM2174285,GSM2174289,GSM2174294,GSM2174296,GSM2174299,GSM2174305,GSM2174307,GSM2174309,GSM2174310,GSM2174313,GSM2174316,GSM2174324,GSM2174325,GSM2174326,GSM2174336,GSM2174343,GSM2174346,GSM2174347,GSM2174352,GSM2174356,GSM2174358,GSM2174359,GSM2174360,GSM2174368,GSM2174370,GSM2174376,GSM2174379,GSM2174381,GSM2174383,GSM2174386,GSM2174389,GSM2174390,GSM2174403,GSM2174406,GSM2174407,GSM2174408,GSM2174416,GSM2174417,GSM2174422
KEGG_RIBOSOME,1,1,1,1,1,1,1,1,0.9998,1,1,1,1,1,1,1,1,0.9996,1,1,1,1,1,1,1,1,0.9992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998,1,1,1,1,1,1,1,0.9998,1,1,1,1,1,1,1,1,1,1,0.9998,1,1,1,0.9892,1,1,1,1,0.9998,1,1,1,0.9998,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9994,0.9992,1,1,1,1
KEGG_RNA_DEGRADATION,0.9994,0.9998,0.9892,0.9992,0.9996,0.9996,1,0.9992,0.9996,0.9998,1,0.9994,0.9994,0.9994,0.9998,0.9998,0.9994,1,0.9998,0.9998,1,0.9998,0.9998,0.9994,0.9992,0.9998,0.9994,0.9994,1,0.9998,0.9996,1,0.9998,0.9998,1,1,0.9998,0.9996,0.9996,0.9998,0.998,0.9994,0.9998,0.9994,0.9994,0.9986,0.9998,0.9994,0.9998,0.9998,0.9998,0.9994,0.9998,0.9994,0.9994,0.9994,0.9994,0.9994,0.9998,0.9998,0.9994,0.9996,1,0.9998,0.9994,1,0.9998,0.9998,0.9998,0.9994,0.9998,0.9998,0.9998,0.9998,0.9994,0.9998,1,0.9998,0.9984,0.9996,0.9996,0.9994,0.9998,0.9994,0.9974,0.9986,0.998,0.9994,1,0.9994,0.9994,0.9998,1
KEGG_RNA_POLYMERASE,1,1,0.9988,1,1,1,0.9982,1,0.9768,0.999,0.9946,0.998,1,0.992,0.9998,1,0.9982,0.998,0.9722,1,0.9994,1,0.9986,0.973,0.9996,0.9994,0.9966,1,0.9996,0.9928,0.994,1,0.9978,0.999,1,1,0.9872,0.9992,0.9992,0.9998,1,0.9992,0.999,0.998,1,1,0.9988,0.9998,0.9998,0.9712,0.9946,0.9896,1,1,0.9992,0.9998,1,0.9998,1,0.9998,0.9968,0.9912,0.9982,0.9998,1,1,0.9966,0.9994,0.9998,0.9992,0.9998,0.9978,1,0.9974,0.998,0.9992,0.9998,0.9978,0.984,0.9872,0.9444,0.9998,0.998,0.994,0.9978,0.9986,1,0.998,1,0.998,0.9992,0.9978,1
KEGG_BASAL_TRANSCRIPTION_FACTORS,0.9582,0.9596,1,0.8868,0.9948,0.9952,0.9184,0.998,0.9994,0.9976,0.693,1,0.682,0.5896,0.998,0.9312,0.9966,0.9538,0.9976,0.9954,0.9802,0.9976,0.9806,0.9224,0.985,0.9988,0.998,0.9994,0.9846,0.7878,0.9964,1,1,0.9988,0.9798,1,1,0.9926,0.9868,0.7432,0.9994,0.9988,0.9898,1,0.9878,1,0.983,0.995,0.9982,0.9994,0.8782,0.97,1,1,0.998,0.996,1,0.9652,0.9768,0.9748,0.9914,0.972,0.9808,1,0.9942,0.9728,0.972,0.97,0.9162,0.9952,0.3764,0.957,0.9944,0.9998,0.999,0.8422,0.4886,0.9864,0.9886,0.9172,0.8512,0.9982,0.8538,0.972,0.9926,0.9858,0.9942,0.9982,0.9924,0.9736,0.997,1,1
KEGG_DNA_REPLICATION,0.9816,0.9968,0.997,0.9828,0.9818,0.9994,1,0.9376,0.9952,1,1,1,1,0.9994,0.9668,0.9962,0.8844,0.978,0.985,0.9002,0.949,1,0.9994,0.8768,0.9652,1,0.7896,0.9168,0.9954,0.9876,0.9384,1,0.8902,1,0.8686,1,0.9106,1,0.9688,0.9686,0.9758,0.9762,0.9948,0.9974,0.9916,0.996,0.9888,0.9686,0.9636,0.9866,0.9868,0.9442,1,1,0.9968,0.959,0.9518,0.972,0.929,1,0.9752,0.9748,0.985,0.926,0.9762,1,0.9746,0.9944,0.9968,0.966,1,0.99,0.999,0.99,0.978,0.8516,0.9888,0.987,0.9604,0.9828,1,0.8516,1,0.9804,1,0.8192,1,0.9968,0.9854,0.8978,0.9912,0.9822,0.9124
KEGG_SPLICEOSOME,1,1,1,1,1,1,1,1,1,0.9998,1,1,0.9998,1,1,1,0.9998,0.9998,1,1,1,0.9988,0.9998,0.9998,1,1,0.9996,1,1,1,1,1,1,0.9996,1,1,1,0.9994,1,1,1,1,0.9998,1,0.9988,0.9998,1,1,1,1,1,1,0.9998,0.9998,1,1,0.9998,0.9988,1,1,1,1,1,1,0.9998,1,1,0.9998,1,1,1,0.9998,1,1,1,1,1,1,1,1,1,1,1,1,0.9998,1,1,0.9998,1,1,1,1,1
KEGG_PROTEASOME,0.9998,1,1,1,0.9998,0.9998,0.9992,0.9998,0.9998,0.9996,0.9992,0.9998,0.9998,1,0.9998,0.9998,0.9998,0.9992,0.9998,0.9998,0.9996,1,0.9998,0.9998,0.9998,0.9998,0.9958,0.9998,1,0.9998,0.9992,1,1,0.9998,0.9992,1,0.9998,0.9998,0.9998,0.9996,0.9998,0.9996,0.9998,0.9998,0.9992,0.9998,1,0.9998,0.9998,0.9992,0.9992,0.9998,1,0.9998,1,0.9998,1,0.9992,0.9992,1,0.9998,0.9998,1,0.9992,0.9818,0.9998,0.9996,0.9992,0.9996,0.9988,0.9998,0.9998,0.9992,0.9992,0.9998,1,0.9992,0.9892,0.9992,0.9998,0.9996,0.9994,1,0.9998,0.9998,1,1,0.9996,0.9998,0.9994,0.9998,0.9998,0.9998
KEGG_PROTEIN_EXPORT,0.9976,0.798,0.996,1,0.9926,0.9862,1,0.993,0.994,0.9588,0.999,1,1,1,0.999,0.9858,1,0.9722,0.9998,0.9932,0.9356,0.9992,0.999,1,0.9908,0.9998,0.9942,0.9982,0.999,0.9804,0.9998,1,1,1,0.999,1,0.9958,1,0.9896,0.9998,0.9756,0.8646,0.9622,1,1,1,0.994,0.9998,0.9998,0.9654,0.9956,0.9984,1,1,1,0.9804,1,0.9974,0.9946,0.999,0.9926,0.9948,0.9402,1,0.1066,0.999,0.9964,0.9738,0.9666,0.9866,1,0.9998,0.9596,0.8938,0.9998,0.9926,0.9992,0.8918,0.984,0.9994,0.9958,0.991,1,0.9994,1,1,1,0.9568,0.9506,0.9926,0.9998,0.984,1
KEGG_PPAR_SIGNALING_PATHWAY,0.8792,0.5006,0.9908,0.7426,0.2944,0.9154,0.5748,0.9046,0.9894,0.2918,0.5336,0.992,0.659,0.989,0.6892,0.3868,0.4616,0.4422,0.5662,0.9346,0.4368,0.9678,0.9534,0.532,0.0986,0.9502,0.0656,0.6968,0.7914,0.4604,0.8998,1,0.959,0.072,0.1982,0.8356,0.5334,0.7448,0.9616,0.4302,0.2716,0.7144,0.8538,0.32,0.8994,0.7718,0.304,0.3944,0.7196,0.725,0.1484,0.7142,0.9298,1,0.357,0.6898,0.938,0.0938,0.492,0.208,0.0548,0.8344,0.9534,0.9078,0.0620000000000001,0.9404,0.4804,0.9946,0.7124,0.5528,0.9514,0.1886,0.9642,0.4084,0.7462,0.2786,0.1242,0.2074,0.466,0.253,0.763,0.9146,0.9986,0.2016,0.0976,0.938,0.9352,0.0407999999999999,0.5726,0.875,0.8842,0.0514,0.8826
KEGG_BASE_EXCISION_REPAIR,1,0.9908,0.9976,0.9988,0.9824,1,0.9728,0.8336,0.9896,0.999,0.9992,0.9928,0.9326,1,0.9998,0.9998,0.999,0.9886,0.996,0.9992,1,0.9008,0.9998,0.9966,0.9966,0.9862,0.928,0.9904,0.9278,0.998,0.9666,1,0.7696,1,0.9998,1,0.9948,0.9108,0.9988,1,0.9594,0.9904,0.9988,1,0.9988,1,0.9864,0.9976,0.99,0.996,0.9976,0.9968,0.99,1,0.8898,1,0.9788,0.9968,0.996,1,0.996,0.9982,0.9992,0.9862,1,0.9998,1,0.9314,0.999,0.9242,0.9812,1,0.9988,0.999,0.99,0.9802,0.9974,0.9982,0.9906,0.9976,1,0.9948,1,0.9966,0.9296,1,1,0.9992,0.9868,0.9844,1,0.996,0.9354
KEGG_NUCLEOTIDE_EXCISION_REPAIR,0.9978,0.9968,0.9968,0.9998,0.9998,1,0.9988,0.9998,0.9998,0.9952,0.9998,1,0.9988,0.9776,0.9988,0.9998,0.9918,0.9992,0.9972,0.9998,0.9874,0.9846,0.9998,0.9886,0.9992,0.9888,0.9716,0.9962,0.9988,0.9972,0.9988,1,0.96,0.995,0.9924,0.9998,0.9834,0.9824,0.9988,0.9972,0.9998,0.9992,1,0.9998,0.9888,0.9988,0.9988,0.9994,0.994,0.9998,0.9998,0.9972,0.9936,1,0.9998,0.9936,0.9876,0.9988,0.9968,0.9986,0.9934,0.9966,0.9996,0.9982,0.9978,0.9918,0.9846,0.9994,0.9992,0.9994,0.9936,0.9998,0.9998,0.9996,0.9918,0.9428,0.9998,0.9988,0.9988,0.9988,0.9998,0.9994,1,0.9948,0.9836,1,0.9994,0.9998,0.9988,0.992,0.9988,0.9988,0.9908
KEGG_MISMATCH_REPAIR,1,0.7902,0.999,0.9936,0.9936,0.9998,1,0.9712,0.9956,1,1,1,0.975,1,0.988,0.9998,0.958,0.9906,0.9994,0.9998,0.9906,1,1,0.986,0.978,1,0.8452,0.9658,0.9998,1,0.9748,1,0.8674,1,0.7814,0.999,0.9672,1,0.997,0.9968,0.9998,0.9932,0.9998,0.999,0.9998,0.9956,0.9982,0.9856,0.9856,0.9948,0.9906,0.9998,0.9994,1,0.9996,0.9758,0.956,0.997,0.987,1,0.9962,0.9932,0.9992,1,0.977,0.9998,0.942,0.9996,0.9998,0.9952,1,0.9682,1,0.9994,0.9764,0.8496,0.9998,0.9988,0.9554,0.9966,0.9998,0.9956,1,0.9998,0.8272,1,1,0.9962,0.9952,0.9604,0.9964,0.9788,0.9828
KEGG_HOMOLOGOUS_RECOMBINATION,1,0.9598,0.9882,1,0.9946,0.9914,0.9262,0.967,1,1,1,0.8994,0.967,1,1,0.999,0.4466,0.9866,0.904,1,0.9872,1,1,1,0.9424,1,0.4958,1,0.9958,0.9856,1,1,0.7816,1,0.807,1,0.8892,1,0.9188,1,1,0.9474,1,1,0.9948,0.9976,0.9756,0.9094,0.9614,0.9782,1,1,1,1,0.9892,0.9346,1,0.958,0.9576,0.9852,0.994,0.8946,0.9648,1,0.8626,1,1,1,0.9982,0.9902,1,1,0.9948,0.9926,0.6348,0.8368,0.9944,0.9706,0.9252,0.9782,0.996,1,1,0.8752,1,1,1,0.9808,0.994,0.6514,0.8964,0.9292,0.5896
KEGG_NON_HOMOLOGOUS_END_JOINING,1,0.8576,1,0.998,1,0.9996,1,0.9992,0.9868,0.995,1,0.9964,0.943,1,0.8252,0.991,0.9996,0.999,0.9966,1,1,0.9664,1,0.9678,0.9992,0.744,0.9864,0.994,1,0.9912,0.9998,1,0.9788,1,0.9884,1,0.9998,1,0.9736,1,0.9926,0.9994,1,1,0.9998,0.9788,0.9986,0.5512,0.9998,0.971,0.9596,1,1,1,0.9154,0.9998,1,1,1,1,0.999,0.999,1,1,0.94,0.93,1,1,0.9908,0.9988,1,0.9986,1,1,1,0.9998,0.9688,0.9956,1,1,0.9998,1,1,0.9998,0.993,1,0.7798,0.9946,0.9986,0.9994,1,0.999,0.9998
KEGG_MAPK_SIGNALING_PATHWAY,0.8928,0.9976,0.6808,0.9482,0.3114,0.4836,0.4946,0.7082,0.7836,0.4176,0.171,0.4274,0.5712,0.4776,0.407,0.4872,0.1622,0.703,0.4514,0.616,0.9162,0.9516,0.159,0.3208,0.4262,0.5964,0.2938,0.4902,0.7556,0.947,0.884,0.9818,0.8642,0.3174,0.23,0.472,0.5618,0.1554,0.5352,0.1656,0.8976,0.9868,0.7196,0.7966,0.1336,0.0858,0.3102,0.5916,0.9898,0.922,0.579,0.5968,0.6634,0.2098,0.1496,0.7054,0.1498,0.1814,0.9744,0.2288,0.8976,0.5162,0.901,0.884,0.9404,0.1938,0.9892,0.984,0.9072,0.9212,0.268,0.106,0.998,0.8668,0.43,0.732,0.8026,0.4448,0.9864,0.946,0.5096,0.1316,0.183,0.2712,0.4562,0.824,0.6178,0.998,0.9452,0.4032,0.1908,0.8888,0.989
KEGG_ERBB_SIGNALING_PATHWAY,0.982,0.9972,0.9928,0.9742,0.9982,0.998,0.9274,1,0.9922,0.9892,0.4946,0.9938,0.9894,0.8432,0.988,0.9996,0.9856,0.9934,0.962,0.9882,0.9926,0.822,0.9704,0.7994,0.995,0.9994,0.9982,1,0.8308,0.9858,0.9492,0.5596,0.7918,0.9384,0.7564,0.7134,0.9924,0.9356,0.9928,0.9964,0.989,0.9958,1,0.9384,0.9108,0.8,0.8374,0.6062,0.3698,0.9956,0.9686,0.902,0.9946,0.9544,0.9934,1,0.7338,0.9968,0.9994,0.9854,1,0.9934,0.9944,0.5022,0.982,0.9894,0.9054,0.9536,0.9972,0.9976,0.8702,1,0.9976,0.9908,0.98,0.9954,0.9762,1,0.9966,0.989,0.9934,0.9722,0.8882,0.9842,0.9944,0.703,0.9054,0.9998,0.9964,0.915,0.7396,0.992,0.9054
KEGG_CALCIUM_SIGNALING_PATHWAY,0.00980000000000003,0.00119999999999998,0.0582,0.00160000000000005,0.00139999999999996,0.00160000000000005,0.011,0.00560000000000005,0.00160000000000005,0.00600000000000001,0.00600000000000001,0.00160000000000005,0.00360000000000005,0.00919999999999999,0.0135999999999999,0,0.00560000000000005,0.00160000000000005,0.00160000000000005,0.000600000000000045,0,0.00519999999999998,0.00480000000000003,0.00239999999999996,0.000199999999999978,0.0128,0,0.00119999999999998,0.000600000000000045,0.00139999999999996,0,0.1482,0.000199999999999978,0.0194,0.00239999999999996,0.00619999999999998,0.00160000000000005,0.0132,0.00939999999999996,0,0.00139999999999996,0.00519999999999998,0.000199999999999978,0.2552,0.0168,0.013,0.002,0.00419999999999998,0.005,0.00360000000000005,0.00919999999999999,0.00419999999999998,0.00139999999999996,0,0,0.0544,0.00260000000000005,0.0122,0.00239999999999996,0.00600000000000001,0.00619999999999998,0,0.0112,0.00419999999999998,0,0.00900000000000001,0.00119999999999998,0.002,0.00419999999999998,0.00660000000000005,0.00419999999999998,0.00119999999999998,0.00239999999999996,0.0232,0.00119999999999998,0.0306,0.0364,0.00119999999999998,0.00480000000000003,0.00239999999999996,0.0122,0.001,0.000399999999999956,0.00139999999999996,0.022,0.02,0.0128,0.022,0.00239999999999996,0.023,0.00839999999999996,0.00360000000000005,0.002
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.1036,0.0256,0.0417999999999999,0.00219999999999998,0.11,0.1482,0.0644,0.192,0.084,0.2212,0.124,0.079,0.1076,0.1258,0.0538,0.0874,0.1234,0.3318,0.0364,0.0496,0.0292,0.132,0.049,0.0648,0.0722,0.0406,0.2066,0.0266,0.1304,0.1994,0.0954,1,1,0.00180000000000002,0.0427999999999999,1,0.2616,0.2706,0.1772,0.0102,0.1516,0.1748,0.094,0.0568,0.00560000000000005,0.361,0.1006,0.2776,0.2616,0.1824,0.1664,0.0298,1,0.2728,0.1412,0.1582,0.1546,0.1106,0.1524,0.127,0.4524,0.0856,0.1204,1,0.4678,0.1084,0.0384,0.045,0.2942,0.1178,0.0666,0.0356,0.0968,0.0968,0.0532,0.0968,0.0804,0.135,0.1938,0.0165999999999999,0.1916,0.0676,0.0876,0.00819999999999999,0.1908,0.0102,0.0402,0.1876,0.0224,0.1412,0.269,0.0538,0.073
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.4838,0.891,0.7482,0.8674,0.9846,0.8724,0.7616,0.9648,0.7666,0.9964,0.7978,0.9964,0.6618,0.5994,0.779,0.9756,0.9696,0.992,0.941,0.9984,0.9944,0.923,0.9804,0.897,0.9982,1,0.8834,0.9828,0.9926,0.9984,0.9638,0.5074,0.9858,0.9898,0.9336,0.9302,0.9682,0.9794,0.9692,0.8944,0.978,0.962,1,0.9864,0.5158,0.9238,0.7496,0.6122,0.8382,0.9516,0.9944,0.9888,0.994,0.7618,0.6756,1,0.7294,0.9988,0.9986,0.9106,0.9938,0.9994,0.8854,0.4078,0.9984,0.9774,0.9678,0.9994,0.9982,0.9708,0.4534,0.9852,0.9986,0.863,0.9914,0.9902,0.9988,0.9984,0.9776,0.9998,0.8938,0.9942,0.9936,0.9456,0.9944,0.7964,0.9904,0.985,0.9996,0.9652,0.7806,0.9928,0.9562
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,0.7076,0.4438,0.9904,0.4268,0.3266,0.1792,0.306,0.3082,0.1066,0.2012,0.972,0.1056,0.2272,0.3076,0.7004,0.2604,0.4608,0.2526,0.605,0.5454,0.7396,0.2936,0.234,0.2938,0.474,0.7124,0.6126,0.5434,0.4664,0.2778,0.16,0.6914,0.5572,0.5714,0.2614,0.5238,0.2284,0.2682,0.148,0.5418,0.3,0.3334,0.6288,0.5558,0.6022,0.2236,0.3812,0.7738,0.248,0.1836,0.2312,0.8046,0.2494,0.3952,0.1746,0.6246,0.3728,0.8266,0.2378,0.7252,0.292,0.2162,0.2996,0.2456,0.6846,0.4798,0.1564,0.161,0.2142,0.3356,0.2044,0.5896,0.65,0.44,0.4254,0.769,0.6654,0.6524,0.3402,0.3506,0.8746,0.8056,0.3948,0.1336,0.2668,0.3928,0.8542,0.7896,0.2392,0.2414,0.6372,0.4208,0.7864
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION,0.000600000000000045,0.00960000000000005,0.000199999999999978,0.00560000000000005,0.000600000000000045,0.00719999999999998,0,0.000800000000000023,0.024,0.00239999999999996,0.00280000000000002,0.00119999999999998,0.000600000000000045,0.000399999999999956,0.00419999999999998,0,0.00239999999999996,0.000800000000000023,0,0.000800000000000023,0.00439999999999996,0,0.00680000000000003,0,0,0.000399999999999956,0.00280000000000002,0.0112,0.000800000000000023,0.00139999999999996,1,0.000800000000000023,0,0.00139999999999996,0.00180000000000002,0,0.00580000000000003,0.0116000000000001,0.00139999999999996,0.000199999999999978,0.0104,0.00339999999999996,0.00239999999999996,1,0.000800000000000023,0.00139999999999996,0,0.0158,0.00219999999999998,0.029,0.000800000000000023,0.00419999999999998,0,0.000199999999999978,0,0.00439999999999996,0.000600000000000045,0.000800000000000023,0.00680000000000003,0.000600000000000045,0.00280000000000002,0.00239999999999996,0.00280000000000002,0.00180000000000002,0.052,0.00119999999999998,0.000800000000000023,0.000800000000000023,0.00780000000000003,0.0496,0.00439999999999996,0.00339999999999996,0.000800000000000023,0.00419999999999998,0.000800000000000023,0.0104,0.0128,0.00239999999999996,0.000800000000000023,0.0145999999999999,0.0308,0.00280000000000002,0,0.00480000000000003,0.000199999999999978,0.000399999999999956,0.000199999999999978,0.000800000000000023,0.00180000000000002,0.000800000000000023,0.000600000000000045,0.0155999999999999,0.000199999999999978
KEGG_CELL_CYCLE,0.9974,0.9932,0.999,0.9996,0.9956,0.9996,0.9964,0.9866,0.9984,0.9902,0.9996,0.9986,0.9994,0.999,0.9996,0.9822,0.9996,0.9968,0.9994,0.9986,0.9996,0.9738,1,0.988,0.995,0.9996,0.9982,0.991,0.999,0.9982,0.9952,0.9998,0.999,1,0.9982,0.9996,0.987,0.9996,0.9996,0.997,0.9986,0.9998,0.9992,0.9986,0.9986,0.9974,0.9786,0.9902,1,0.9986,1,0.9986,0.9996,0.9996,0.9996,0.999,0.9996,0.9994,0.9956,0.9904,0.9902,0.9968,1,0.9956,0.9926,0.9996,0.9902,0.999,0.9856,0.9964,1,0.9996,0.9904,0.9932,0.9996,0.9826,0.9998,0.9996,0.9974,0.9914,0.9996,0.999,1,0.9702,0.999,1,0.993,0.9996,0.9996,0.9956,0.9996,0.9702,0.9992
KEGG_OOCYTE_MEIOSIS,0.959,0.7598,0.9886,0.2408,0.4654,0.3924,0.2628,0.273,0.3346,0.496,0.7692,0.2392,0.7274,0.1886,0.8838,0.3794,0.9912,0.3024,0.9858,0.6866,0.6092,0.1556,0.6914,0.1022,0.6516,0.812,0.106,0.5904,0.9752,0.5616,0.3278,0.3044,0.0744,0.9996,0.585,0.095,0.4704,0.3802,0.498,0.4222,0.5232,0.8058,0.559,0.1502,0.4818,0.6438,0.4018,0.7412,0.596,0.144,0.8726,0.304,0.3854,0.926,0.5784,0.6146,0.9788,0.8008,0.4018,0.3598,0.4878,0.4488,0.5986,0.0974,0.1268,0.5046,0.4242,0.4828,0.301,0.7198,0.4356,0.9706,0.4622,0.273,0.9858,0.3096,0.6374,0.3626,0.3284,0.6746,0.5186,0.4936,0.2736,0.2346,0.5386,0.3636,0.0278,0.2886,0.278,0.6022,0.2672,0.178,0.585
KEGG_P53_SIGNALING_PATHWAY,0.8866,0.9714,0.999,0.9814,0.9816,0.988,0.9938,0.9938,0.9984,0.996,0.9916,0.9522,0.9964,0.999,0.9998,0.921,0.9984,0.997,0.995,0.9844,0.9924,0.9924,0.9964,0.8778,0.999,0.9388,0.9974,0.979,0.9958,0.9452,0.992,0.9994,0.9992,0.8864,0.9848,0.9998,0.8988,0.9992,0.991,0.9936,1,0.9984,0.9988,0.9974,0.997,0.9942,0.9884,0.8382,0.9974,0.9968,0.997,0.9992,0.9996,0.996,0.999,0.9754,0.9992,0.9988,0.9984,0.9662,0.9934,0.9972,0.9988,0.832,0.9804,0.9982,0.997,0.9988,0.9848,0.999,0.9996,0.9988,0.9796,0.9968,0.9988,0.9968,0.9938,0.9996,0.997,0.997,0.9978,0.996,0.9736,0.9936,0.9992,0.9798,0.9994,0.9972,0.9884,0.9994,0.9754,0.9992,0.9974
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.9986,0.9986,0.9998,0.9998,0.9986,0.9998,0.9998,0.9978,0.9998,0.9946,0.9986,0.9998,0.997,0.9978,0.9998,0.9996,0.9998,0.9998,0.9996,0.9998,0.9998,0.9942,0.9998,0.9986,0.9998,0.9998,0.9998,0.9944,0.9992,0.9998,0.999,0.9988,0.9976,0.9996,0.9998,0.9998,0.9992,0.9998,0.9986,0.9998,0.9986,0.9992,0.9996,0.9918,0.9936,0.9998,0.9998,0.9992,0.9998,0.9998,0.9998,0.9998,0.9936,0.9998,0.9982,0.9998,0.9996,0.9998,0.9992,0.9978,0.9998,0.9998,0.9998,0.9998,0.9998,0.9968,0.9998,0.9976,0.9996,0.9998,0.9974,0.9998,0.9968,0.9996,0.9996,0.9996,0.9998,0.9998,0.9986,0.9996,0.9982,0.9992,0.9942,0.9998,0.9996,0.9914,0.9992,0.9998,0.9998,0.9998,0.9982,0.9982,0.9986
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,0.998,0.9972,0.988,0.9344,0.9944,0.336,0.999,0.8532,0.9594,0.784,0.994,0.999,0.6302,0.9862,0.7442,0.8776,0.9128,0.9954,0.8776,0.8208,0.8862,0.7376,0.9276,0.874,0.9498,0.8626,0.6746,0.509,0.9972,0.9392,0.9928,1,1,1,0.5632,0.4024,0.956,0.308,0.966,0.8364,0.2764,0.92,0.9876,1,0.6464,0.9134,0.631,0.401,0.999,0.8986,0.6644,0.969,0.9572,1,0.6972,0.994,0.923,0.9634,0.9636,0.9864,0.4222,0.988,0.9714,0.934,0.9408,0.8148,0.853,0.8188,0.7524,0.7276,0.9954,0.9994,0.9994,0.9868,0.9352,0.9772,0.9934,0.9956,0.9594,0.9716,0.373,0.9878,0.965,0.9484,0.8742,0.8844,0.9648,0.901,0.9212,0.8944,0.3948,0.9238,0.4092
KEGG_REGULATION_OF_AUTOPHAGY,0.000600000000000045,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0.00180000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00560000000000005,0,0,0,1,0.00900000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000199999999999978,0,0,0.2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312,0,0,0.00219999999999998,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
KEGG_LYSOSOME,0.8458,0.8514,0.9372,0.4378,0.8156,0.8764,0.9982,0.727,0.9528,0.9956,0.6126,0.9844,0.9604,0.9988,0.6848,0.5758,0.871,0.9966,0.993,0.9608,0.9154,0.9994,0.9966,0.9636,0.9284,0.6828,0.5856,0.3318,0.851,0.9796,0.98,0.999,0.3446,0.9974,0.9838,0.9844,0.9788,0.437,0.993,0.8878,0.9562,0.973,0.9982,0.9528,0.9484,0.9764,0.9664,0.3212,0.8986,0.991,0.9324,0.7806,0.964,0.9956,0.6318,0.9878,0.8702,0.9666,0.9342,0.9736,0.9172,0.7162,0.9064,0.9826,0.4194,0.9974,0.9742,0.9182,0.9574,0.993,0.996,0.9154,0.9704,0.971,0.9916,0.7226,0.4948,0.4204,0.9564,0.9746,0.9778,0.8512,0.9806,0.9488,0.9678,0.9468,0.9952,0.9532,0.9898,0.7616,0.942,0.9296,0.9854
KEGG_ENDOCYTOSIS,0.9926,0.9992,0.9852,0.9986,0.936,0.9992,0.9832,0.9992,1,0.989,0.985,0.9998,0.8124,0.961,0.9722,0.9956,0.9486,0.9984,0.923,0.9908,0.99,0.9998,0.998,0.8326,0.9338,0.9956,0.4768,0.9778,0.964,0.9956,0.9992,0.5398,0.9978,0.937,0.9832,0.9622,0.912,0.9202,0.9976,0.7318,0.9908,0.9896,0.9848,0.2756,0.9956,0.8462,0.9692,0.9624,0.9832,0.9986,0.9532,0.9992,0.9268,0.9984,0.9978,0.9984,0.8894,0.9878,0.8852,0.9992,0.9978,0.9986,0.9978,0.9956,0.8838,0.9952,0.9612,1,0.9994,0.9922,0.9934,0.8748,0.9998,0.9906,0.9984,0.9978,0.9746,0.5998,0.947,0.9902,0.9834,0.8116,0.9978,0.9766,0.9614,0.3184,1,0.9998,0.9986,0.9912,0.9992,0.9978,0.9978
KEGG_PEROXISOME,0.9458,0.9988,0.9984,0.9996,0.9874,0.955,0.7294,0.952,0.991,0.9934,0.684,0.991,0.8812,0.4708,0.984,0.9716,0.8554,0.9246,0.9974,0.9444,0.7058,1,0.862,0.96,0.941,0.8034,0.5254,0.9026,0.9968,0.993,0.9936,0.8954,0.9678,0.7358,0.9722,0.9992,0.9864,0.7886,0.9886,0.7272,0.9996,0.973,0.9084,0.9934,0.9746,0.961,0.9708,0.8368,0.9926,0.9552,0.5564,0.9726,0.9768,0.991,0.9236,0.9874,0.9862,0.9492,0.9746,0.8742,0.985,0.8338,0.9818,1,0.9396,0.9988,0.997,0.2474,0.883,0.997,0.8842,0.9854,0.999,0.9322,0.983,0.9096,0.6798,0.9668,0.9856,0.9972,0.9988,0.3878,0.4128,0.6874,0.9962,0.9768,0.2912,0.9668,0.9678,0.9868,0.9912,0.8686,0.9996
