,human,mouse
REACTOME_HS_GAG_DEGRADATION,0.065359279,0.120852939
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,0.029548695,0.080208396
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,0.039917464,0.120877884
REACTOME_P53_INDEPENDENT_G1_S_DNA_DAMAGE_CHECKPOINT,-0.012635709,-0.104539141
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN,0.022150521,-0.11133588
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.052085456,0.103796195
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,0.040573021,0.15493358
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,-0.015108378,-0.185141369
REACTOME_ACTIVATED_POINT_MUTANTS_OF_FGFR2,0,0
REACTOME_PHOSPHOLIPID_METABOLISM,0.057130425,0.1018117
REACTOME_CS_DS_DEGRADATION,0.060218492,0.100888155
REACTOME_SYNTHESIS_OF_PA,0.066877481,0.126762502
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA,0.008035843,-0.162182718
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,0.032778674,0.062995688
REACTOME_SYNTHESIS_OF_PE,0.043285947,0.158538863
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,-0.019899917,0.004753478
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.046910859,0.093784352
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION,0.051977347,0.085805724
REACTOME_SIGNALING_BY_FGFR1_MUTANTS,0.058457029,0.341692361
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,0.050259924,0.184808104
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,-0.002803508,0.016549901
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0.000507457,-0.057937488
REACTOME_HYALURONAN_METABOLISM,0.058579414,0.10573441
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY,0.023884624,-0.052587492
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,0.031133528,0.095198972
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,0,0
REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS,0.045108467,0.339698415
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM,0.076373868,0.086785901
REACTOME_SIGNALING_BY_ACTIVATED_POINT_MUTANTS_OF_FGFR1,0,0
REACTOME_PI_METABOLISM,0.062495561,0.053762726
REACTOME_ABACAVIR_TRANSPORT_AND_METABOLISM,0.027746768,0
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.078979428,0.168814654
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.038584433,0.01824408
REACTOME_SYNTHESIS_OF_PC,0.070598345,0.100637593
REACTOME_HS_GAG_BIOSYNTHESIS,0.04179656,0.133343795
REACTOME_SIGNALING_BY_FGFR3_MUTANTS,0,0
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,0.089514414,0.220437988
REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,0.019188245,0.120059245
REACTOME_KERATAN_SULFATE_DEGRADATION,0.06410328,0
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,0.070465443,0.171640356
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM,0.073377936,0.25779586
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.037374477,0.099660034
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.045332262,0.114657846
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.04091262,0.069542895
REACTOME_SIGNALING_BY_FGFR_MUTANTS,0.029001726,0.321204301
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.049639906,0.238370786
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,0.057357681,0.142430393
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.017713853,0.115660258
REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,-0.013014384,-0.098471034
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN,0.02046065,0.015770279
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,0.017469491,0.015145767
REACTOME_ENOS_ACTIVATION_AND_REGULATION,0.06664038,-0.012831483
REACTOME_MICRORNA_MIRNA_BIOGENESIS,0.02639423,0.029360086
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.084697349,0.131384668
REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING,0.066616627,0.241523209
REACTOME_ERKS_ARE_INACTIVATED,0.080625314,0.073994953
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,0.022784776,0.143668553
REACTOME_PI3K_AKT_ACTIVATION,0.023346075,0.18488237
REACTOME_REGULATORY_RNA_PATHWAYS,0.025610274,0.038110533
REACTOME_EGFR_DOWNREGULATION,-0.001558046,-0.087543744
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA,0.014260502,0.092739159
REACTOME_PECAM1_INTERACTIONS,0.022594271,0.100964622
REACTOME_TCR_SIGNALING,0.056772786,0.147963367
REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX,0.025692055,0.095778067
REACTOME_DOWNSTREAM_TCR_SIGNALING,0.066624032,0.178403354
REACTOME_BASIGIN_INTERACTIONS,0.100932084,0.093167297
REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL,0.082464058,0.135211139
REACTOME_GAB1_SIGNALOSOME,0.055476611,0.181632222
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,0.068284372,0.117608718
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.078477947,-0.246154686
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,0,0
REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE,0.09772696,0.204999311
REACTOME_TRANSLOCATION_OF_ZAP_70_TO_IMMUNOLOGICAL_SYNAPSE,0,0
REACTOME_ERK_MAPK_TARGETS,0.087181236,0.11430296
REACTOME_TIE2_SIGNALING,0.046355079,0.135266579
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,0.006938752,0.077859451
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY,-0.057097485,-0.194141011
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,0.050562186,0.173049236
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM,-0.02606979,0.096552445
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.006937658,0.239196604
REACTOME_RNA_POL_I_TRANSCRIPTION,0.002062034,-0.025487357
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS,0.077747277,0.157557978
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,0.010053664,0.008257237
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES,0.02561403,0.043417774
REACTOME_BIOLOGICAL_OXIDATIONS,0.036158269,0.095097797
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,0.0286402,0.089799584
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.044584112,0.052637692
REACTOME_P75NTR_SIGNALS_VIA_NFKB,0.011261052,0.078388416
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS,0.056097244,0.102713808
REACTOME_XENOBIOTICS,0,0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,0.058603131,0.08526038
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC,-0.007172042,0.140759171
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.00673731,0.025666065
REACTOME_BASE_FREE_SUGAR_PHOSPHATE_REMOVAL_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,0.039227705,0.039346869
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS,0.027716867,0.078373821
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,0.007331972,0.05413433
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK,0.089009143,0.246688468
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS,-0.021406609,-0.057120742
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS,0.013824612,-0.047742445
REACTOME_REGULATION_OF_APOPTOSIS,-0.004755502,0.161009357
REACTOME_RNA_POL_II_TRANSCRIPTION,0.014260645,0.07481316
REACTOME_NEURONAL_SYSTEM,0.058777081,0.120746068
REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL,0.01045356,0.070253153
REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT,0.470275931,0.03764653
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,0.039332085,0.092391689
REACTOME_RNA_POL_III_TRANSCRIPTION,0.048389425,0.065407316
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.007909342,0.139038346
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE,0.087545154,0.17572822
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.015269999,0.13590998
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,0.120156946,0.295676447
REACTOME_ENDOGENOUS_STEROLS,0.008602615,0
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS,0.351719361,0.105565073
REACTOME_GLYCOLYSIS,0.005862643,-0.071558222
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND,0.054079507,0.038141792
REACTOME_PEPTIDE_CHAIN_ELONGATION,0.087960893,-0.262556655
REACTOME_COMMON_PATHWAY,0.007778273,0
REACTOME_MRNA_CAPPING,0.01205452,-0.006341534
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.052780652,0.089804404
REACTOME_SIGNALING_BY_GPCR,0.045955822,-0.038445173
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,0.078005568,0.106843118
REACTOME_METABOLISM_OF_POLYAMINES,0.055636956,0.118865641
REACTOME_CLASS_A1_RHODOPSIN_LIKE_RECEPTORS,0.084126939,0.116950564
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY,0.02666386,0.07887569
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.253015517,0.155853828
REACTOME_CELL_CYCLE_MITOTIC,0.003740592,0.113402475
REACTOME_GLUCONEOGENESIS,0.014708395,-0.069040041
REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.107324427,0.161105446
REACTOME_OPIOID_SIGNALLING,0.027112164,0.021411103
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.041386549,0.063076681
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,0.022488412,0.208253296
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.007589273,0.31803415
REACTOME_CA_DEPENDENT_EVENTS,0.053687052,-0.009097091
REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.094371966,0.173252744
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY,0.006857073,0.005057038
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,0.013559799,0.072784814
REACTOME_DARPP_32_EVENTS,0.064054527,0.011345525
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,0.008200645,0
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES,0.050514765,0.076872657
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,0.004730084,-0.014552031
REACTOME_CELL_CYCLE_CHECKPOINTS,-0.010075333,-0.09933569
REACTOME_DIABETES_PATHWAYS,0.161322786,0.395981374
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.022950002,0.102518667
REACTOME_GLYCOPROTEIN_HORMONES,0,0
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE,0.094152398,0.176528039
REACTOME_PLC_BETA_MEDIATED_EVENTS,0.043975019,-0.024253854
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS,0.041096322,-0.018391447
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,0.034042073,0.100094368
REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS,0.026402731,0
REACTOME_G_PROTEIN_ACTIVATION,-0.001106965,0.013513645
REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,0.002588651,0
REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,0.078230214,0.2936949
REACTOME_TRNA_AMINOACYLATION,-0.015003372,0.30659783
REACTOME_OLFACTORY_SIGNALING_PATHWAY,0,0
REACTOME_STEROID_HORMONES,0.029126966,0.081482767
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB,0.051874277,0.130056523
REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES,0.035662992,0.054717219
REACTOME_AMINE_DERIVED_HORMONES,0,0
REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES,0.019446406,0.096763589
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,0.052494626,0.148220012
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.056812622,0.214478549
REACTOME_INSULIN_SYNTHESIS_AND_PROCESSING,0.453806076,0.451627604
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_,-0.017931602,-0.116498852
REACTOME_HOMOLOGOUS_RECOMBINATION_REPAIR_OF_REPLICATION_INDEPENDENT_DOUBLE_STRAND_BREAKS,0.030977214,0.067201211
REACTOME_G1_PHASE,0.002779689,0.121899187
REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS,0.013520584,0
REACTOME_P53_DEPENDENT_G1_DNA_DAMAGE_RESPONSE,-0.005773712,-0.080381788
REACTOME_TRANSCRIPTION_COUPLED_NER_TC_NER,-0.013619121,0.012196264
REACTOME_RNA_POL_II_TRANSCRIPTION_PRE_INITIATION_AND_PROMOTER_OPENING,0.003604395,-0.006294137
REACTOME_GLUCAGON_SIGNALING_IN_METABOLIC_REGULATION,0.047942827,-0.018217375
REACTOME_MRNA_PROCESSING,-0.013753902,0.078246613
REACTOME_SIGNALING_BY_PDGF,0.021837602,0.152538802
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.047936273,0.154535452
REACTOME_PREFOLDIN_MEDIATED_TRANSFER_OF_SUBSTRATE_TO_CCT_TRIC,0.044741467,0.044406549
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS,0,0
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,-0.006297671,0.045701098
REACTOME_PROTEIN_FOLDING,0.030866615,0.030894927
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,0.070894319,0.128350505
REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.021409775,0.126932159
REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0.059690687,0.028150725
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.026712274,-0.024113778
REACTOME_METABOLISM_OF_NUCLEOTIDES,-0.046923431,-0.076186868
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,0,0
REACTOME_METABOLISM_OF_PROTEINS,0.078866251,-0.190589933
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.010209272,0.16864873
REACTOME_MUSCLE_CONTRACTION,0.049307676,-0.071474536
REACTOME_SEROTONIN_RECEPTORS,0,0
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,0.011620497,0.015791966
REACTOME_M_G1_TRANSITION,-0.001083896,-0.110271253
REACTOME_MRNA_SPLICING,0.010707208,0.109234247
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,0.029593526,0.090444924
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION,0.087983356,-0.266164916
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA,-0.033930572,0.026740772
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,0.005421168,0.142838313
REACTOME_G1_S_TRANSITION,-0.010636415,-0.100523597
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.049728592,0.073281051
REACTOME_TRANSCRIPTION,-0.003132163,0.05936543
REACTOME_POL_SWITCHING,0.031134139,0.035951639
REACTOME_NUCLEOTIDE_EXCISION_REPAIR,-0.01991037,0.063934102
REACTOME_REGULATION_OF_THE_FANCONI_ANEMIA_PATHWAY,0.055090303,0.042162218
REACTOME_AXON_GUIDANCE,0.041879288,0.056334069
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S,0.05670825,0.270715169
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_GLUCAGON_LIKE_PEPTIDE1,0.039067611,0.007725712
REACTOME_PERK_REGULATED_GENE_EXPRESSION,0.013862744,0.333061807
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS,0.002361183,-0.017054893
REACTOME_P2Y_RECEPTORS,0.002588651,0
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,0.043864728,0.263282637
REACTOME_NCAM1_INTERACTIONS,0.008592028,0.150826398
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,0.005180379,0
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.313255876,0.124930345
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.032315856,0.207239592
REACTOME_INHIBITION_OF_INSULIN_SECRETION_BY_ADRENALINE_NORADRENALINE,0.012621934,-0.016244129
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,0.002588651,0.027878545
REACTOME_ACTIVATION_OF_CHAPERONES_BY_ATF6_ALPHA,0.074987285,0.293910554
REACTOME_TRANSPORT_OF_MATURE_MRNA_DERIVED_FROM_AN_INTRONLESS_TRANSCRIPT,0.067272366,0.176933078
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,0,0
REACTOME_ACTIVATION_OF_GENES_BY_ATF4,-0.016841424,0.180924036
REACTOME_UNFOLDED_PROTEIN_RESPONSE,0.037451598,0.337643693
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.115625079,-0.09497322
REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS,0.051553325,-0.064941282
REACTOME_REGULATION_OF_INSULIN_SECRETION_BY_ACETYLCHOLINE,0.032143499,0.140440067
REACTOME_G_ALPHA1213_SIGNALLING_EVENTS,-0.0292602,-0.037009505
REACTOME_FANCONI_ANEMIA_PATHWAY,0.066462303,0.02068276
REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,0.044449585,0.284589977
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_ATF6_ALPHA,0.075255609,0.292331384
REACTOME_PROSTANOID_LIGAND_RECEPTORS,0,0
REACTOME_OPSINS,0,0
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_,-0.028584389,0.000141024
REACTOME_MRNA_3_END_PROCESSING,0.009037699,0.142086674
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS,0.071972133,0.120950639
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.002821558,0.087856846
REACTOME_ELONGATION_ARREST_AND_RECOVERY,-0.013236959,0.028104977
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.097194273,0.157249429
REACTOME_ADP_SIGNALLING_THROUGH_P2RY1,0.007228647,0.019333114
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PLC_BETA,0.009401807,-0.052412957
REACTOME_CD28_CO_STIMULATION,0.029036006,0.133923161
REACTOME_GPCR_DOWNSTREAM_SIGNALING,0.058954823,-0.100694516
REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,0.33065649,0.075966801
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.064296891,0.19176039
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.048333527,0.063180051
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.050157533,0.09002379
REACTOME_ACTIVATION_OF_RAC,0.038298772,0.057755846
REACTOME_PURINE_SALVAGE,0.041917269,0.09067404
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,0.037160009,0.033786061
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,0.057935192,0.025906317
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,0.02717427,-0.016351113
REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING,0.017551998,-0.002126636
REACTOME_SEMAPHORIN_INTERACTIONS,0.041925818,-0.0149828
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE,0.028709212,0.00722238
REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION,0.041365911,0.072382489
REACTOME_LYSOSOME_VESICLE_BIOGENESIS,0.098008102,0.197182797
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA,-0.014377092,-0.008526666
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,0.139283066,0.212366759
REACTOME_SPHINGOLIPID_METABOLISM,0.070144992,0.181331086
REACTOME_PD1_SIGNALING,0,0
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,0.121855042,-0.113002489
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.057874153,0.15054806
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.042696492,-0.007889349
REACTOME_FACILITATIVE_NA_INDEPENDENT_GLUCOSE_TRANSPORTERS,0.014017972,0.051542699
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,-0.001690148,0.099926745
REACTOME_SIGNALING_BY_ROBO_RECEPTOR,0.032279398,-0.011022574
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.048076654,0.213151177
REACTOME_TIGHT_JUNCTION_INTERACTIONS,0.081746746,0.132389462
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING,-0.014517731,-0.010136696
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES,0.101962217,0.302642678
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,-0.000301227,0.040784931
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.089590782,0.119333094
REACTOME_FORMATION_OF_TRANSCRIPTION_COUPLED_NER_TC_NER_REPAIR_COMPLEX,0.001071782,0.0321134
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS,0.126625801,0.297900341
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX,-0.015215831,-0.092045936
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.028693672,0.060809984
REACTOME_REPAIR_SYNTHESIS_FOR_GAP_FILLING_BY_DNA_POL_IN_TC_NER,0.049715245,0.051436794
REACTOME_RECEPTOR_LIGAND_BINDING_INITIATES_THE_SECOND_PROTEOLYTIC_CLEAVAGE_OF_NOTCH_RECEPTOR,0.036651029,0.086908111
REACTOME_SYNTHESIS_OF_DNA,-0.01742288,-0.097798704
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS,0.002588651,0
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE,0.037592139,-0.036143185
REACTOME_DEADENYLATION_OF_MRNA,0.035013816,0.113025332
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,0.051783041,0.039246927
REACTOME_SIGNAL_AMPLIFICATION,0.005361054,0.00598186
REACTOME_ZINC_TRANSPORTERS,0.083102764,0.188041441
REACTOME_DOUBLE_STRAND_BREAK_REPAIR,0.037267579,0.088508811
REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR,0.046815499,0.032350844
REACTOME_METAL_ION_SLC_TRANSPORTERS,0.084616325,0.188682287
REACTOME_AUTODEGRADATION_OF_THE_E3_UBIQUITIN_LIGASE_COP1,-0.006106166,-0.104415501
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.063923558,-0.072383599
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS,0.037158943,-0.022343042
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS,0.045758669,-0.017328844
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS,0.043188319,-0.016773754
REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION,0.054247925,0.139250764
REACTOME_METABOLISM_OF_MRNA,0.084139036,-0.276720127
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,0.034251722,0.044868531
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS,0,0
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.025639204,0.107593539
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII,0.049457049,0.056226705
REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,0.00131868,0.010078215
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.063746946,0.126480796
REACTOME_ADP_SIGNALLING_THROUGH_P2RY12,0.005080815,-0.029518318
REACTOME_CELL_JUNCTION_ORGANIZATION,0.019304143,0.141617355
REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS,0.027746765,0.037629099
REACTOME_PYRUVATE_METABOLISM,0.022366988,0.077054549
